,GEOID,rent_tenure,MEDGRENT,GEOID2,rent_imputed
0,27139081100,5.074940836,1120,27139081100,
1,27037060904,35.70952698,930,27037060904,
2,27037060905,20.38147139,1012,27037060905,
3,27037060820,4.966139955,1487,27037060820,
4,27037060821,28.71794872,936,27037060821,
5,27037060902,12.52808989,1357,27037060902,
6,27019091100,7.885763001,949,27019091100,
7,27037060906,2.638522427,1969,27037060906,
8,27037060907,1.551055579,,27037060907,1344.6
9,27037060815,15.13836137,1390,27037060815,
10,27037061108,22.69774551,890,27037061108,
11,27037060818,11.9226638,1455,27037060818,
12,27037060813,19.58041958,1648,27037060813,
13,27037060816,2.420656267,2167,27037060816,
14,27037061107,18.2458888,1149,27037061107,
15,27139080903,7.060755337,876,27139080903,
16,27139080904,29.89596083,1091,27139080904,
17,27037060819,7.446300716,1800,27037060819,
18,27037060814,9.847122302,1778,27037060814,
19,27037060817,11.49870801,1574,27037060817,
20,27139080906,10.02638522,1350,27139080906,
21,27037060742,4.10022779,1331,27037060742,
22,27037061007,6.4,1028,27037061007,
23,27037060829,33.11432326,1278,27037060829,
24,27139080205,5.132872224,1705,27139080205,
25,27037060746,36.52996845,1214,27037060746,
26,27037060812,14.87793643,1154,27037060812,
27,27037060739,11.50395778,1107,27037060739,
28,27037060826,13.22664925,1554,27037060826,
29,27139080204,17.97337278,1371,27139080204,
30,27037060828,57.23306544,1322,27037060828,
31,27037061105,22.17741935,818,27037061105,
